Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Burkina Faso,BFA,"4,344","26,5338","69,3896","4,926290035","3,921228794","16,1532001","632,126686","15,3","73,187","1,8760","0,661861",518,-19754,"4,7"
Bangladesh,BGD,"4,371","59,1363",,"15,59071636","6,552639879","74,0024719","1236,0044","97,9","59,377","0,5036","1,262136",2877,-286512,"5,73"
Bulgaria,BGR,"9,14","91,2293","90,4065","74,04489136","3,428054914","96,5846863","7081,10234",..,"80,918",..,..,4019,-15356,"7,14"
Bahrain,BHR,"1,197","91,096","96,4565","43,63837814","2,485378558",100,"22795,4489","33,2","70,343","1,4020","0,433205",,29250,"2,79"
"Bahamas, The",BHS,12,"58,9137","79,815",,"0,996800846",100,"29724,9533","31,6","67,318","1,8037","0,687974",,1001,
Bosnia and Herzegovina,BIH,"27,69",,,"48,62343979","4,314750611","99,7","4654,60955","6,3","76,182","5,5696","1,178873","1027,054",-33976,"4,83"
Belarus,BLR,"5,838","98,5084","93,966","98,0328598","-3,829663071","97,3732834","5967,06918","45,4","63,818","3,0148","7,829167",5470,13681,"3,62"
Belize,BLZ,"7,58","69,3975","96,2037","23,27388954","3,367633302","91,8","6142,47883","15,9","74,332","2,3654","1,128069",,1363,
Bermuda,BMU,,,,"31,94352913","0,7755297",100,"102005,626","12,7","75,675",..,..,,-315,
Bolivia,BOL,"3,11","76,6876","87,3167",,"4,85718718","91,522822","2975,64881","10,6","74,75","15,1807","1,082353",,-10525,"5,75"
Brazil,BRA,"8,56","81,6891","94,7306","48,43404007","-3,545763393","99,710902","8783,21441","8,1","74,61463415","6,2074","26,80667",,4764,"6,96"
Barbados,BRB,"9,8","98,1271","93,7658",,"2,472619872",100,"16990,2195","101,1","58,845","0,2031","6,544",,-65,
Brunei Darussalam,BRN,"7,693","85,0631","92,4847","36,97822189","-0,39238375",100,"30681,4374","67,9","60,217","0,0342","2,784294",,-485,
Bhutan,BTN,"2,45","63,7082","88,1732",,"6,642232105","95,3597641","2695,6369","19,7","74,62","0,9053","8,433333",,-1171,"4,93"
Botswana,BWA,"19,299",,,"27,16739082","-4,850991817","62,13","5869,73777","31,7","69,873","0,5469","1,810945",886,2145,"7,87"
Central African Republic,CAF,"5,737",,,,"4,33712103","12,7129908","351,879755","88,1","59,658","0,3694","0,398681",,-63213,"1,57"
Canada,CAN,"6,91","92,4135","99,5891","67,40316772","0,659176864",100,"43596,1355","5,4","81,81560976","15,6499","1,253684","45581,6",232738,"9,08"
Central Europe and the Baltics,CEB,"7,820802103","89,8132","91,8704","63,30010986","4,02675516","99,5248837","12525,6327",..,..,..,..,,-99535,
Switzerland,CHE,"4,8","85,1344","93,3188","60,81856155","1,644627687",100,"83806,4476","115,5","52,793","0,0383","0,051418","3976,315",71488,"9,09"
Channel Islands,CHI,"8,596",,,,,100,,"129,5","51,589","0,1046","5,864",,1396,
Chile,CHL,"6,49","88,9661","93,4348","86,41811371","2,1519425","99,714844","13569,9481",..,"81,433",..,..,,55709,"7,84"
China,CHN,"4,65",,,"47,43537903","7,041328879",100,"8016,44602",8,"79,746","4,6032","3,996384",89966,-155379,"3,14"
Cote d'Ivoire,CIV,"2,697",,"76,736","8,899279594","7,194949428","62,6","1941,5819","10,7","76,977","7,1451","21,03879",639,-21498,"3,31"
Cameroon,CMR,"3,546","45,0162","92,0744","16,95646095","5,666952991","58,620388","1399,67534","15,6","76,257","1,7194","1,210061",,42007,"3,66"
"Congo, Dem. Rep.",COD,"4,457",,,,"6,91616712","16,5844593","482,064568","61,2","62,896","0,2546","0,833333",3641,47831,"2,11"
"Congo, Rep.",COG,"20,485",,,"11,59112453","-3,550581765","44,33461","2347,81851","96,5","58,49","0,0411","0,075956",,-18219,"2,91"
Colombia,COL,"8,3","75,6024","91,9363","54,79613113","2,955901375","98,186898","6228,65162","52,8","63,233","1,1166","0,020721",,-41064,"6,62"
Comoros,COM,"8,14",,,,"1,147350761","74,0817642","1322,93677","9,1","79,086","1,5398","2,826565",,-1349,"3,71"
Cabo Verde,CPV,"11,81","71,7453","93,2436","20,57601929","0,936026508","86,4211273","3169,07892","90,5","57,762","0,4156","1,512233",,-1474,"7,81"
Costa Rica,CRI,"8,42","80,3284","97,6078","51,65193176","3,652080968","99,409804","11529,9552","4,9","77,27560976","3,9495","1,812997",,4065,"7,96"
Caribbean small states,CSS,"8,461566103","72,7074","89,6463","22,3489399","0,264186286","95,756898","10447,6799","5,7","77,772","2,5758","18,25289",,-19122,
Cuba,CUB,"2,4","83,5616","93,9831","36,21772003","4,438141959","98,9550095","7683,75789",..,"78,07560976",..,..,,-14372,"3,52"
Curacao,CUW,,,,"19,00263977","0,290948721",100,"19260,2698","2,8","80,966","5,7711","29,74359",,844,
Cayman Islands,CYM,,,,"30,67870903","2,833122427",100,"77295,8457","3,2","78,57804878","9,5929","12,1673",,1079,
Cyprus,CYP,"14,91","94,6324","97,3685","60,10123062","3,418923188",100,"23487,2188","4,1","80,70243902","5,9303","13,53",,4655,"7,53"
Czechia,CZE,"5,05","90,1647","88,6907","67,23036194","5,388380838",100,"17829,6983","65,6","61,957","0,4438","6,333333","9466,893",5297,"7,94"
Germany,DEU,"4,62","86,1231","89,2315","68,23291016","1,491931528",100,"41103,2564","31,2","68,727","2,5840",10,33332,397921,"8,64"
Djibouti,DJI,"26,337","37,8168","60,7187",,"7,526108919","59,1333771","2409,3119","35,1","72,953","2,2670","30,37021",,1723,"2,9"
Dominica,DMA,,"80,9661",,,"-2,731503063","96,7384949","7724,04241","15,4","76,789","2,5556","2,241365",,-393,
Denmark,DNK,"6,28","89,3988","98,3725","83,30040741","2,342591108",100,"53254,8564","23,4","70,483","2,3155",6090,,22368,"9,11"
Dominican Republic,DOM,"7,61","67,8323","93,5299","51,94644165","6,927018772","98,560364","6838,93673","15,4","71,814","1,1230","2,416507",,-30310,"6,67"
Algeria,DZA,"11,21",,"97,5484","38,33097839","3,7","99,3561935","4197,41997","93,7","60,103","4,0789","0,076154","3799,94",-36371,"3,95"
East Asia & Pacific (excluding high income),EAP,"4,120140607","78,5554","95,8659","41,95449829","6,689088104","96,6363793","6501,71269","46,4","66,033","0,1709","20,78571",,-234948,
Early-demographic dividend,EAR,"6,825959833","62,5362","90,1222","28,7968998","4,505664336","86,858406","3204,50859","3,1","77,5902439","10,9298","12,70923",,-2549801,
East Asia & Pacific,EAS,"4,085861405","78,9281","95,9079","44,85422897","4,715117979","96,9640524","9586,89199","64,4","55,019","0,8959","40,45455",,522034,
Europe & Central Asia (excluding high income),ECA,"7,532516923","89,0146","93,6759","67,55763245","0,912006381","98,1309283","7459,08184","62,4","63,649","0,1273","8,44576",,455986,
Europe & Central Asia,ECS,"8,525489137","90,2294","95,8526","67,69503021","2,081084707","99,1688404","22560,0453",..,"81,79268293",..,..,,1514027,
Ecuador,ECU,"3,62","84,7254","91,6503","44,94551849","0,098872608","98,825883","6130,58668","24,5","66,844","1,3779","0,297373",,14740,"5,87"
"Egypt, Arab Rep.",EGY,"13,052",,,"32,81311035","4,372019078","99,3","3370,38245","2,5","81,4804878","7,8137","2,54785",5153,-79150,"3,18"
Euro area,EMU,"10,82533184","90,0389","97,5804","71,46835327","2,049568505",100,"34388,8104","4,2","82,32195122","4,6759","14,058",,676097,
Eritrea,ERI,"5,797","42,7807","59,7639","3,305740118",,"45,7662582",,..,"82,354",..,..,,-53049,"2,37"
Spain,ESP,"22,06","92,7712","99,3928","88,57424927","3,838518877",100,"25754,361","50,4","65,46","3,0149","0,084817",15711,-871,"8,3"
Estonia,EST,"6,41","93,8244","93,4848","76,27928925","1,853020046",100,"17402,0376","60,1","62,494","0,2600","3,386667",1034,4308,"7,85"
Ethiopia,ETH,"2,573","30,8138","84,6235","9,278961182","10,39246302",29,"630,312627","10,5","73,297","2,5231","2,782567",,62784,"3,83"
European Union,EUU,"10,01804378","91,199","97,0815","69,68553925","2,307068815","99,8896473","30485,7583","3,9","80,64146341","9,0873","23,119",,692113,
Fragile and conflict affected situations,FCS,"5,590547444","36,5134","76,177","15,31416988","0,911796549","50,0843699","1892,96123","55,4","63,175","0,4960","4,747442",,-2270270,
Finland,FIN,"9,38","95,2639","99,1171","89,65737915","0,543659212",100,"42801,9081",..,"80,427",..,..,5923,12433,"9,03"
Fiji,FJI,"4,286",,"98,728",,"4,50120041","93,1770935","5105,19004","4,4","81,03658537","6,2851","17,08276",,-11047,"5,69"
France,FRA,"10,35","93,581","98,4357","62,78593063","1,112912341",100,"36652,9223",..,"71,97731707",..,..,28866,18807,"7,92"
Faroe Islands,FRO,,,,,"0,976378534",100,"52726,6887","16,2","75,013","2,2911","7,05",,542,
"Micronesia, Fed. Sts.",FSM,,,"85,457",,"4,621884004","72,9842834","2891,3221",..,"76,616",..,..,,-1415,
Gabon,GAB,"20,601",,,,"3,878899395","87,3277359","7090,45463","28,4","72,103","1,0571","3,044048",810,12041,"3,76"
United Kingdom,GBR,"5,3","98,1352","99,9343","56,93235016","2,393103184",100,"45071,0743","112,6","58,134","0,2170","0,361538","16245,1",254218,"8,31"
Georgia,GEO,"16,51","91,2997","99,5834","51,18238068","3,02220738",100,"4014,11224","91,8","59,128","0,1576","1,09375",1491,-13317,"5,88"
Ghana,GHA,"6,81","55,5834","89,2896","15,72661972","2,120759338","74,000267","1711,27147","33,1","68,201","2,7548","0,599461",,-13308,"6,86"
Gibraltar,GIB,,,,,,100,,"70,1","63,237","0,3105","11,14784",,-101,
Guinea,GIN,"4,942",,,"8,703927994","3,825910569","34,881382","756,42559","20,5","72,487","1,1338","1,772557",,-15127,"3,14"
"Gambia, The",GMB,"6,814",,"71,9013",,"4,058073804","54,6883736","611,671218",..,"84,27804878",..,..,,-3224,"2,97"
Guinea-Bissau,GNB,"3,142",,,,"6,134082941","20,1079674","585,957013","5,1","75,56829268","4,4076","67,16667",,-1393,"1,93"
Equatorial Guinea,GNQ,"8,205",,"43,4832",,"-9,110041149","66,1229019","9788,9838","2,6","82,46829268","6,2195","0,164412",,17694,"1,77"
Greece,GRC,"24,9","92,4947","97,3253",,"-0,19608763",100,"18083,8779","43,6","69,636","1,6313","44,7787",2240,-29315,"7,45"
Grenada,GRD,,"95,5342",,"92,88012695","6,445223147","91,4146347","8379,62185","27,7","69,699","1,8876","10,69003",,-190,
Greenland,GRL,,,,,"-2,529318024",100,"44536,3561","15,5","75,124","7,3258","72,33463",,-348,
Guatemala,GTM,"2,51","44,1319","85,2161","22,06971931","4,092170816","90,5392456","3994,62909","29,8","69,44","3,5269","99,15909",,-48162,"5,92"
Guam,GUM,"6,9",,,,"0,825688073",100,"34522,3779","3,7","81,45365854","7,8876","2,456463",,-1852,
Guyana,GUY,"13,252",,,,"0,68752121","87,9825516","5668,42976",..,"78,905",..,..,,-6524,"6,05"
High income,HIC,"6,629475164","89,8737","96,0482","75,1782074","2,371823657","99,9386526","39815,1402","3,9","82,05121951","7,9134","152,8",,3930907,
"Hong Kong SAR, China",HKG,"3,31","89,3027","93,8072","69,93974304","2,387847067",100,"42432,162","3,5","82,54390244","5,5633","18,60828",,13061,"6,5"
Honduras,HND,"6,15","40,8078","77,9642","20,26543045","3,840079971","89,98171","2257,22528",15,"72,394","2,5367","7,668853",,-6512,"5,84"
Heavily indebted poor countries (HIPC),HPC,"4,672703149","32,432",,"8,478139877","4,60650951","35,4839248","961,059123","2,8","83,79390244","9,2681","18,58545",,,
Croatia,HRV,"16,18","92,2404","88,9419","66,24445343","2,522292277",100,"12071,091","17,5","75,011","2,6657","127,3021",2604,,"6,93"
Haiti,HTI,"13,888",,,,"1,400000002","40,7975121","1405,71479","11,9","71,97","10,8911","33,65967",,,"3,94"
Hungary,HUN,"6,81","89,1319","91,2381","50,06491089","3,707315979",100,"12717,0386","45,9","61,892","0,3861","15,55556",7896,,"6,84"
IBRD only,IBD,"6,294856119","73,0542","94,2163","40,12694931","4,43924462","95,1817341","5524,9398","57,5","66,059","0,5201",..,,,
IDA & IBRD total,IBT,"5,911201555","62,7505","88,3731","31,63286018","4,351152275","84,8996169","4473,54524","21,1","72,784","0,9938","12,92209",,,
IDA total,IDA,"4,485015441","39,9413",,"10,45888996","3,315482614","54,4403719","1361,63277","3,5","82,02439024","11,9147","45,02236",,,
IDA blend,IDB,"4,052503648","41,7424",,"9,57859993","3,818856426","69,0454562","1930,75022","14,4","78,922",..,..,,,
Indonesia,IDN,"4,51","75,7719",,"33,03264999","4,8763223","97,5373674","3322,58168","9,1","79,562","22,7750",..,5357,,"7,03"
IDA only,IDX,"4,680093951","39,0329","81,3964","10,91273022","2,865784596","47,0908626","1075,73189","22,3","70,65121951","1,7235","15,75107",,,
Isle of Man,IMN,,,,,"-0,385798408",100,"84753,4567","53,7","66,67","1,3077","4,122899",,,
India,IND,"7,915",,,"26,17382813","7,996253786",88,"1590,17432","5,1","74,4804878","3,6995","1,043093",66030,,"7,74"
Not classified,INX,,,,,,,,"9,4","79,229","4,2221","37,75",,,
Ireland,IRL,"9,91","98,1053","95,7504",,"24,37044535",100,"62053,9844","82,5","51,101","1,0121","0,837476",1458,,"8,85"
"Iran, Islamic Rep.",IRN,"11,17",,"99,6913","72,12127686","-1,424884939","99,96","4990,9368","88,3","59,148","0,2705","0,07295","8559,5",,"2,16"
Iraq,IRQ,"10,729",,,,"4,722864019","99,4483795","4416,94292","13,3","71,698","8,2896","817,1429",,,"4,08"
Iceland,ISL,"3,98","89,7345","98,5671","75,64199829","4,436663719",100,"52951,6815",..,"82,65609756","4,2772",..,,,"9,58"
Israel,ISR,"5,25","98,9916","97,202","60,82278824","2,485826289",100,"36206,5222","4,9","74,32195122","3,8099","2,469599",1277,,"7,77"
Italy,ITA,"11,9","95,5549","96,5691","60,94078827","0,778304351",100,"30242,3861","2,8","82,29268293","16,0347","4,48","16723,8",,"7,98"
Jamaica,JAM,"8,842","71,8797","84,9654","26,41311073","0,921487125","94,9","5077,55164",..,"83,984",..,..,,,"7,39"
Jordan,JOR,"13,08",,,"33,26890945","2,496528793","99,8927612","4064,25301",66,"64,339","0,1322","3,993323",,,"3,86"
Japan,JPN,"3,39",,,"62,47266006","1,560626697",100,"34960,6394","56,6","61,378","0,0643","8,406444",,,"7,96"
Kazakhstan,KAZ,"4,93","98,2058","86,3119","49,03163528","1,2",100,"10510,7703","8,2","75,094","7,6034","1,073448","14767,1",,"3,06"
Kenya,KEN,"2,774",,,"9,300310135","4,967721128","41,6","1496,65357","9,8","79,695","3,0747","15,66667",,,"5,33"
Kyrgyz Republic,KGZ,"3,378","80,5189","89,4517","44,67168808","3,875825448","98,69","1121,08269","115,6","58,363","0,1846","8,643333",424,,"5,33"
Cambodia,KHM,"0,39",,"95,268","14,64577007","6,965797814","62,7206459","1170,74282","6,6","81,89756098","3,7234","82,77228",,,"4,27"
Kiribati,KIR,,,"95,7656",,"9,865174721","90,5581814","1459,1437","35,5","63,827","2,9609",..,,,
St. Kitts and Nevis,KNA,,"98,3762",,"92,1944809","0,714014854",100,"20025,8849","48,9","64,485","0,7517","337,05",,,
"Korea, Rep.",KOR,"3,55","97,7079","97,9847","93,96765137","2,809103268",100,"28732,2311","14,6","74,35317073","3,1364","22,24646",3944,,"7,97"
Kuwait,KWT,"2,2","86,5294","92,1295","58,70372009","0,593019617",100,"29315,1961","16,2","74,682","3,9254","20,94377",,,"3,85"
Latin America & Caribbean (excluding high income),LAC,"6,688731266","76,4791","93,4837","45,27098846","0,413911528","97,0717853","8226,89248","30,2","71,408","1,3237",..,,,
Lao PDR,LAO,"2,521","55,8232","94,8933","18,18120575","7,270065843","89,7","2125,45906","15,8","69,24","2,8282","51,85185",,,"2,21"
Lebanon,LBN,"9,263",,,"38,82075119","0,462320792","99,7377777","7802,75137","3,5",..,..,..,,,"4,86"
Liberia,LBR,"2,577","15,6915",,,"-0,01856497","15,2267561","699,662947","19,4","69,498","5,8354","1,234483",,,"4,95"
Libya,LBY,"19,521",,,,"-0,842656252","73,8310776","7867,51573","4,1","76,44878049","3,7918",..,,,"2,25"
St. Lucia,LCA,"20,556","80,7958","94,1612","17,00725937","0,101120254","98,9571609","10290,3505","23,6","72,92","1,7405","36,45862",,,
Latin America & Caribbean,LCN,"6,669012916","76,7556","93,4024","48,20022964","0,521035768","97,289989","8652,43997",84,"58,151","0,2041","1,468594",,,
Least developed countries: UN classification,LDC,"4,730258898","37,2835","81,1324","9,432570457","2,452281206","42,3234609","1003,22266","51,8","65,561","0,3697","3,313821",,,
Low income,LIC,"4,898633299","33,9972","80,7109","9,033550262","-0,390631299","32,2087517","772,240785","46,2","60,7","1,8125","4,576299",,,
Liechtenstein,LIE,,"91,5395","94,301","33,93664932",,100,"167809,213","33,3","62,269","4,8726",..,,,
Sri Lanka,LKA,"4,52",,"98,9189","18,69140816","4,205955475","94,3307495","3990,35312","35,5","67,456","0,2603","4,791675",1567,,"6,42"
Lower middle income,LMC,"6,457251473","57,6099","86,3574","23,49456978","5,002344388","81,7957855","1969,2721","4,1","81,5097561","9,2902","76,46364",,,
Low & middle income,LMY,"5,870712737","62,7027","88,3451","30,99814034","4,394960879","84,4687551","4329,83603",..,"77,2804878",..,..,,,
Lesotho,LSO,"16,852","41,8595","88,6083","9,687729836","3,127557724","31,7748089","1113,86863","5,5","81,61243902","7,0033","3,019878",,,"6,59"
Late-demographic dividend,LTE,"5,100487335","82,8098","96,2892","48,38600922","4,698393236","98,7878551","8213,69239","18,8","72,983","0,8393","0,886676",,,
Lithuania,LTU,"9,12","97,5025","98,1696","69,74053955","2,024583955",100,"14263,9646","120,2","61,083","0,1049","49,18571",1877,,"7,54"
Luxembourg,LUX,"6,67","84,4346","94,9136","20,29071045","2,269784484",100,"105462,013","126,4","51,841","0,5856","5,643439",275,,"8,88"
Latvia,LVA,"9,87","92,87","95,8371","74,29988098","3,885260054",100,"13786,4568","11,4","75,40243902","3,4499","15,94042","1859,6",,"7,37"
"Macao SAR, China",MAC,"1,81","77,7446","94,0193","76,92749786","-21,51440527",100,"73220,6317",..,..,..,..,,,
St. Martin (French part),MAF,,,,,,100,,"2,7","82,30487805","7,7649","0,71034",,,
Morocco,MAR,"9,46",,,"28,69558907","4,344582976","97,3","3139,22827","11,2","77,687","16,7308","116,7143",2109,,"4,66"
Monaco,MCO,,,,,"4,863473211",100,"170338,6","76,2","65,697","0,7781",358,,,
Moldova,MDA,"4,7","76,4006","86,8548","52,10005188","-0,338235652","99,8614807","2749,91304","19,7",..,"11,2903",..,1151,,"6,35"
Madagascar,MDG,"1,79","30,2879",,"4,727519989","3,132298073","23,7550201","455,638035","16,9","77,468","2,6812","0,916032",673,,"4,85"
Maldives,MDV,"6,618",,"96,1329",,"2,88454853","99,7747269","9434,31191","51,1","64,701","0,7337","0,048951",,,
Middle East & North Africa,MEA,"10,23047502","70,9512","93,3005","39,63418961","2,745800118","96,504435","7217,65156","22,2","73,191","1,0307","2,062393",,,
Mexico,MEX,"4,31","80,0258","96,0734","31,97186089","3,293151528",99,"9753,40056","16,5","75,621","1,7763","1,840618",,,"6,55"
Marshall Islands,MHL,,"55,8408","72,4578",,"2,111108569","92,0564117","3703,64906","29,8","71,268","1,0773","18,03758",,,
Middle income,MIC,"5,956602387","67,1296","89,8849","33,60229111","4,477326995","89,92277","4701,52802","4,9","77,45121951","7,6100","19,49254",,,
North Macedonia,MKD,"26,43",,"91,7157","41,06092072","3,85586514","99,9032745","4861,55616","3,7","81,12439024","4,8129","22,66398",683,,"6,02"
Mali,MLI,"1,361","31,3695","55,6419","5,280960083","6,171800024","37,6","723,504205",..,"79,695",..,"12,32394",,,"5,7"
Malta,MLT,"5,38","88,8853","98,9442","46,94681931","9,608131222",100,"24921,6779","7,8","80,064","35,2904","446,4286",,,"8,39"
Myanmar,MMR,"0,77",,,,"3,277279417","60,5","1224,56237","9,2","74,91219512","3,6998","15,25484",,,"4,14"
Middle East & North Africa (excluding high income),MNA,"11,94203531","68,6179","92,6943","38,15158081","0,740791611","95,9278842","3805,67993","8,2","71,18341463","11,0520","1,448052",,,
Montenegro,MNE,"17,55",,"93,9766","60,33504105","3,390381397","99,4931488","6517,18961","47,7","65,298","0,0928","5,268556",249,,"6,01"
Mongolia,MNG,"4,86",,"96,0016","68,23485565","2,379835807","87,9682312","3919,35121","18,6","72,515","1,1411",..,1810,,"6,62"
Northern Mariana Islands,MNP,,,,,"3,383458647",100,"17665,1007","2,2",..,..,..,,,
Mozambique,MOZ,"3,43","19,2783","91,5146","6,810039997","6,72327878",24,"594,226918","23,3","67,249","0,6145","1,808536",,,"4,6"
Mauritania,MRT,"10,152","24,98",,"5,870379925","5,376339237","39,5","1562,72685","9,1","76,918","17,2578","948,875",,,"3,96"
Mauritius,MUS,"7,41","85,3487","96,1365","38,10189819","3,690556904","99,5736542","9507,87134",51,"66,879","0,6468","9,467238",,,"8,28"
Malawi,MWI,"4,987","34,246",,"0,8413667083","2,800000001","10,8","544,276872","6,3","75,28780488","6,4000","55,77495",,,"5,55"
Malaysia,MYS,"3,1",,"99,5166","44,86950302","5,091532422","99,86203","9699,58491","14,5","74,29512195","5,3501",..,,,"6,43"
North America,NAC,"5,457974015","91,3678","94,3722","86,83013916","2,541510234",100,"55452,4214",141,"57,189","0,1483","0,132625",,,
Namibia,NAM,"20,895",,,"20,01991081","4,264174538","51,6","4965,67283","2,7","82,74390244","8,2081","84,58333",,,"6,31"
New Caledonia,NCL,"13,891",,,,,100,"32428,5721",..,"76,954",..,..,,,
Niger,NER,"0,532","16,6338","61,628","3,215430021","4,392648832","16,6","481,111301","6,2","76,56341463","5,6701","4,552381",,,"3,85"
Nigeria,NGA,"4,221",,,,"2,652693295","52,5","2679,55476","2,6","80,77560976","6,3676","4,804499",3528,,"4,62"
Nicaragua,NIC,"4,7",,,"17,34163666","4,792056766","83,2425537","2025,32726","22,8","69,583","0,4964",..,,,"5,26"
Netherlands,NLD,"6,87","92,546","96,4245","80,16014862","1,959169721",100,"45193,4032","134,5","54,857","0,0469","54,96667",,,"8,92"
Norway,NOR,"4,3","95,4637","99,7723","79,18282318","1,857339726",100,"74809,9658","37,3","63,95","7,6072","41,65179",4209,,"9,93"
Nepal,NPL,"10,512",,"98,0989","14,87469006","3,976053274","82,0142288","882,307663","98,7","55,566","0,1759","2,530769",,,"4,77"
Nauru,NRU,,,,,"-5,660377358",99,"7587,25149","3,3","82,83170732","5,5389","28,33633",,,
New Zealand,NZL,"5,41","95,3217","97,6684","82,18184662","3,736430715",100,"38630,7266","8,8","74,927","0,9018","24,51894",,,"9,26"
OECD members,OED,"6,842045685","88,4692","95,9604","72,05545807","2,433268269","99,839633","35600,8319","16,9","70,763","4,9718","50,83333",,,
Oman,OMN,"3,384","93,4838","94,0618","45,18989182","5,017057997",100,"18777,4331","21,9","73,138","2,8538","14,3",,,"3,04"
Other small states,OSS,"10,02907696","53,3563","84,6519","19,03568077","3,127875315","72,4073655","12506,318",..,"79,309",..,..,,,
Pakistan,PAK,"3,57","34,5988","60,9567","8,611710548","4,731147475","90,9774704","1282,44303","16,8","74,407","2,3149","7,9",7791,,"4,4"
Panama,PAN,"4,368","69,7287","87,2889","47,93227005","5,733054296","91,6038589","13669,5594",66,"64,659","0,5045","673,375",,,"7,19"
Peru,PER,"3,27","79,1814","92,7326",,"3,252244772","93,852179","6180,1188","20,5","70,8","4,7337","0,622121",,,"6,58"
Philippines,PHL,"3,07","65,5588","95,0759","38,10377502","6,348309717","89,08","2974,29692","2,9","82,20487805","3,9922","1,388889",509,,"6,84"
Palau,PLW,,,,,"7,539063225","99,5020065","15761,3634","4,3","82,89756098","4,7197","4,222567",,,
Papua New Guinea,PNG,"2,449",,,,"6,578356323","18,4109211","2502,07375","41,8","65,124","1,3153","195,7992",,,"6,03"
Poland,POL,"7,5","92,6685",,"69,37319946","4,383298635",100,"12560,0514","37,4","69,306","0,5754","16,41948",18510,,"7,09"
Pre-demographic dividend,PRE,"4,965188606","32,9674",,"8,42125988","3,211040336","40,0625344","1557,65948",58,"64,651","0,2049","6,171429",,,
Puerto Rico,PRI,12,"81,326","80,9049","98,27303314","-1,049443651",100,"29763,4883","10,8","77,717","3,8247","25,52537",,,
"Korea, Dem. People's Rep.",PRK,"2,897",,,"28,02356911",,"39,9516602",,"61,6","67,137","0,3626","14,26659",,,"1,08"
Portugal,PRT,"12,45","93,586","97,4538","61,85820007","1,792046046",100,"19250,1065","75,9","59,396","0,2443","1,93913","2545,96",,"7,79"
