Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Bhutan,BTN,"5,03","66,378525","87,78885","16,85028458","-10,0096993",100,"3009,92552","14,2","74,808","1,0652","8,433333",,291,"5,71"
Botswana,BWA,"21,02",0,0,"24,01279068","-8,7294515","71,8291245","5875,07061","25,8","70,416","1,1376","1,810945",886,1816,"7,62"
Central African Republic,CAF,"6,38","3,179975",0,,"0,899999997","15,4057131","435,469248","72,4","60,833","0,3748","0,398681",,-24803,"1,32"
Canada,CAN,"9,46","72,88625","74,856875","74,15714264","-5,07435757",100,"43349,6779","5,1","81,67049","13,5994","1,272035","48309,23088",195181,"9,24"
Central Europe and the Baltics,CEB,"4,370732417","89,7368","68,6007","64,92256927","-3,39210444","99,9787399","16298,2671",..,..,..,..,,-29918,
Switzerland,CHE,"4,82","64,073025","70,01305","68,06764221","-2,37556328",100,"85656,3227",103,"54,604","0,0443","0,051418","3671,75128",53786,"8,83"
Channel Islands,CHI,"7,811",0,0,,"-7,96507881",100,"57339,5269","110,5","52,777","0,0942","5,864",,1362,
Chile,CHL,"11,14","66,64595","70,545575","89,11248779","-6,14524686",100,"13165,3863",..,"81,264",..,..,2396,98439,"8,28"
China,CHN,5,0,0,"62,23677826","2,238638356",100,"10408,7191","6,9","79,377","4,3952","3,996384",106235,-33649,"2,27"
Cote d'Ivoire,CIV,"2,66","28,218825","83,95165","9,7769804","1,737620429","69,8783264","2349,06988","7,4","78,077","7,7561","20,20975",639,-12301,"4,11"
Cameroon,CMR,"3,947","22,752425","69,86035",,"0,259932916","64,3118744","1539,13055","13,3","74,769","1,5523","1,357374",884,-9889,"2,77"
"Congo, Dem. Rep.",COD,"5,127",0,0,"6,666920185","1,735422764","20,0737801","524,666686","51,3","64,166","0,4071","0,833333",3641,-1643,"1,13"
"Congo, Rep.",COG,"22,517",0,0,,"-6,23931963","48,6791306","1838,44812","81,7","59,739","0,0326","0,075956",,-4465,"3,11"
Colombia,COL,"15,04","76,459225","92,74695","55,73310852","-7,25229907","99,721756","5304,28913","44,5","63,785","1,2546","0,020721",,229437,"7,04"
Comoros,COM,"9,032","23,334025","40,147825",,"-0,19555683","85,6353455","1519,58678","7,9","79,277","1,3600","2,775292",,-1772,"3,09"
Cabo Verde,CPV,"14,878","71,3024","93,0304",,"-19,3028228","93,7469559","3223,7356","77,3","59,032","0,4063","1,512233",,-1274,"7,65"
Costa Rica,CRI,"16,43","81,807175","97,366675",,"-4,27335432","99,9","12179,2567","4,7","77,72439","3,8607","1,763926",,2084,"8,16"
Caribbean small states,CSS,"8,44932445","73,658725","88,765925",,"-9,17742362","98,6553033","8864,60437","5,1","77,567","2,1528","18,25289",,2389,
Cuba,CUB,"1,4","84,0271","95,4405","45,92990875","-10,948341","99,9326401","9499,5902",..,..,..,..,,-7068,"2,84"
Curacao,CUW,,0,0,"14,87856674","-18,4384718",100,"16109,8618","2,8","81,391","5,4720","35,25641",,997,
Cayman Islands,CYM,,0,0,"47,55114746","-5,10813541",100,"83897,5052","2,9","78,22683","8,3040","10,38783",,766,
Cyprus,CYP,"7,59","71,01565","72,8979","92,9377594","-4,37247419",100,"28035,9844","3,7","81,60244","4,6912","16,27383",,2999,"7,56"
Czechia,CZE,"2,55","67,921875","66,70955","67,18437195","-5,50296796",100,"22992,8794",56,"62,694","0,3923","6,333333",9377,3621,"7,67"
Germany,DEU,"3,86","64,222825","67,44795","72,38941956","-3,69678871",100,"46772,8254","35,6","73,649","2,2613",10,33399,334055,"8,67"
Djibouti,DJI,"28,048","9,4542","59,931975",,"1,202022033","64,501152","2917,99628","33,7","72,889","2,0802","30,37021",,744,"2,71"
Dominica,DMA,,"42,17545","23,85545",,"-16,6049115","99,9972153","7003,46989","12,9","72,153","1,9576","2,241365",,100,
Denmark,DNK,"5,64","67,551525","73,9009","82,66432953","-1,99460757",100,"60915,4244","19,6","70,99","1,9611",7750,,23076,"9,15"
Dominican Republic,DOM,"6,13","69,40015","93,11155","58,77322006","-6,72023937",100,"7167,91493","12,8","71,061","1,0133","2,489443",,-14966,"6,32"
Algeria,DZA,"12,248",0,"97,590675","53,61402893","-5,1","99,7187729","3354,1573","79,3","60,708","2,7257","0,076154",,-18797,"3,77"
East Asia & Pacific (excluding high income),EAP,"4,365928898","78,48465","23,966475","51,02970123","1,299907571","97,5624798","8262,89755","39,3","67,133","0,1987","20,78571",,-114687,
Early-demographic dividend,EAR,"8,136884247","63,2894","90,2802","32,02154922","-4,14130243","93,491279","3232,24714","2,1","78,59512","5,3384","6,710876",,-2212227,
East Asia & Pacific,EAS,"4,292511947","78,894975","23,976975","53,3020401","-0,11895747","97,7957143","11482,8805","56,2","59,692","0,9721","40,45455",,180870,
Europe & Central Asia (excluding high income),ECA,"7,673194022","88,4856","92,827525","77,56835175","-1,20638537","99,9436053","7462,09763","48,7","65,371","0,1544","8,645984",,105919,
Europe & Central Asia,ECS,"7,077426468","90,073775","95,3965","75,69467926","-5,59947455","99,9754754","23995,15",..,"83,19756",..,..,,1259036,
Ecuador,ECU,"6,11","85,164275","91,4735","57,93766022","-7,78760709","98,85","5645,19929","27,5","67,924","1,1171","0,297373",,35894,"6,13"
"Egypt, Arab Rep.",EGY,"7,939","61,294475","72,8785","40,01293945","3,550164838",100,"3571,55691","2,2","81,93171","6,5701","2,803738",,4476,"2,93"
Euro area,EMU,"7,844200475","90,404","73,1499","76,82408142","-6,13240579",100,"38161,6659","4,4","82,17561","3,9537","13,13604",,790465,
Eritrea,ERI,"7,28","31,26155","40,742875",,,"51,3922997",,..,"82,217",..,..,,-14987,"2,15"
Spain,ESP,"15,53","71,14775","73,86355","90,95484924","-11,3254383",100,"26959,6754",41,"66,531","2,3333","0,084817",15848,208791,"8,12"
Estonia,EST,"6,96","70,597625","70,162525","72,0443573","-0,55100126",100,"23595,2437","49,6","62,612","0,2375","3,386667",,2995,"7,84"
Ethiopia,ETH,"4,126","7,70345","21,155875",,"6,059530886","51,1445961","918,652594","9,6","72,765","2,7547","2,844865",,38867,"3,38"
European Union,EUU,"7,054818762","91,358375","72,6976","74,73468781","-5,67234372","99,9951476","34332,645","3,6","81,04146","7,2552","22,84393",,872273,
Fragile and conflict affected situations,FCS,"6,860828057","37,158025","76,54915",,"-4,40833205","56,3466427","1697,42205","45,5","64,114","0,6029","4,780858",,-499924,
Finland,FIN,"7,76","71,825825","74,2006","96,47263336","-2,35496516",100,"49169,7193",..,"82,198",..,..,5918,17482,"9,2"
Fiji,FJI,"4,794",0,"48,872525",,"-17,0002349","97,1266403","4864,10601","3,9","81,2878","4,7672","17,45172",,-6003,"5,72"
France,FRA,"8,01","70,5507","74,046175","68,40949249","-7,78458649",100,"39055,2829",..,"71,63683",..,..,27872,18335,"7,99"
Faroe Islands,FRO,,0,0,,"-2,62873139",100,"61979,7954","16,4","74,924","2,6241","7,05",,498,
"Micronesia, Fed. Sts.",FSM,,0,"21,36425",,"-1,76541515","81,8544083","3639,4127",..,"76,612",..,..,,-635,
Gabon,GAB,"21,726",0,0,,"-1,83776106","91,0628433","6680,08267","23,8","71,797","1,0004","3,044048",648,1514,"3,54"
United Kingdom,GBR,"4,472","48,816925","74,76955","69,98657227","-11,0308585",100,"40318,4169","101,6","59,327","0,3436","0,393805",16351,211063,"8,54"
Georgia,GEO,"11,73","93,4679","97,9539","71,31075287","-6,76043982",100,"4255,74299",77,"59,999","0,1632","1,09375",1411,-2734,"5,31"
Ghana,GHA,"3,774","56,18115","86,33315","18,64871979","0,513941671","85,440567","2176,57622","28,5","68,486","3,4728","0,599461",,-297,"6,5"
Gibraltar,GIB,,"45,8006","24,925475",,,100,,"60,5","64,052","0,2838","11,14784",,-58,
Guinea,GIN,"5,945",0,"19,003975","5,771441936","4,920266372","44,7454224","1073,65934","17,1","71,462","0,8729","1,772557",,-4364,"3,08"
"Gambia, The",GMB,"5,096",0,"74,6158",,"0,591487288","62,2340012","704,030458",..,"85,49756",..,..,,-1960,"4,49"
Guinea-Bissau,GNB,"3,605",0,0,,"-2,4","33,3744736","710,258133",4,"75,56829","4,5917","77,87667",,-1394,"2,63"
Equatorial Guinea,GNQ,"9,295",0,"10,8708",,"-4,24148132","66,6791916","6327,59896","2,7","83,06341","3,9475","0,170588",,0,"1,92"
Greece,GRC,"16,31","69,581375","73,371975","143,3106842","-9,00404364",100,"17658,9473","32,4","70,15","1,5761","44,7787",2345,-17853,"7,39"
Grenada,GRD,,"45,81605","23,966575",,"-13,7566223","93,3555679","8437,53678","22,9","68,808","2,0717","11,02863",,0,
Greenland,GRL,,0,0,,"0,187608794",100,"54693,5114",13,"74,832","7,0634","72,33463",,-150,
Guatemala,GTM,"3,359","43,856375","85,570375","18,69449806","-1,79185769","96,6474686","4609,89726","25,4","69,123","3,8422","160,8352",,-23142,"4,97"
Guam,GUM,"6,577",0,0,,"-11,3921811",100,"34780,8617","3,2","82,5561","6,7682","3,14449",,-244,
Guyana,GUY,"15,589",0,0,,"43,47955594","92,2989349","6863,07435",..,"80,588",..,..,,802,"6,01"
High income,HIC,"6,510182938","90,493625","96,19745","77,81861115","-4,24156263","99,9781241","43437,8943","3,4","82,64878","6,3452","170,1333",,788160,
"Hong Kong SAR, China",HKG,"5,81","92,656475","95,340275","99,79171753","-6,54479911",100,"46109,23","2,8","82,19512","4,7324","18,43562",,0,"5,57"
Honduras,HND,"10,68","31,776125","59,41045",,"-8,96476018","93,0876999","2354,12148","12,8","71,869","2,0690","12,47344",,-6199,"5,36"
Heavily indebted poor countries (HIPC),HPC,"5,453946848","32,5153","40,250425","9,119130135","0,196545361","46,3716491","964,916376","2,4","84,56","8,0315","18,23256",,60641,
Croatia,HRV,"7,51","69,127425","66,1551","69,34697723","-8,58034302",100,"14236,5352",15,"75,184","1,9192","138,0997",2617,-11592,"6,5"
Haiti,HTI,"15,085",0,0,,"-3,30550547","46,3365135","1283,14123","10,2","71,37","11,2977","38,20513",,-33872,"4,22"
Hungary,HUN,"4,25","66,8923","68,367625","54,6012001","-4,53555083",100,"16125,6094","38,6","62,675","0,3741","19,47826","7587,7",9042,"6,56"
IBRD only,IBD,"7,397135395","73,25305","94,286275","45,58633041","-1,31716655","98,0593292","6170,42273","49,8","67,266","0,4499",..,,-200387,
IDA & IBRD total,IBT,"6,998229884","63,03785","88,50575","34,9937706","-1,24912357","88,9977112","4895,97499","16,5","73,274","2,0271","12,92209",,-689611,
IDA total,IDA,"5,684068499","40,9519",0,"12,03569031","-0,41222191","63,9126148","1371,12918",3,"83,42683","10,9900","45,02236",,-489224,
IDA blend,IDB,"6,203104346","43,61145",0,"11,41998959","-1,38802587","74,611593","1720,74122","10,5","76,567",..,..,,-694545,
Indonesia,IDN,"4,25","38,62575","70,0917","38,65038681","-2,06551183","96,95","3895,61815","8,8","76,92","21,1696",..,,-24999,"6,3"
IDA only,IDX,"5,451807274","39,591275","81,415925","12,34566021","0,399249248","58,6110078","1198,15115","17,8","71,8","1,3800","15,75107",,205321,
Isle of Man,IMN,,0,0,,"-8,83623207",100,"79530,6055","44,1","68,497","2,6203","3,860294",,235,
India,IND,"10,195",0,0,"28,65026283","-5,83105322","96,5","1913,21972","3,8","75,18537","3,6456","1,069723","67955,63",-34772,"6,61"
Not classified,INX,,0,0,,,,,"8,5","77,804","3,7922","37,75",,,
Ireland,IRL,"5,62","73,726825","71,8506","74,68031311","6,184538039",100,"85420,1909","75,5","54,693","1,0256","0,837476",1888,15320,"9,05"
"Iran, Islamic Rep.",IRN,"9,69","40,387","74,775925","57,34032822","3,330288459",100,"2746,41948","78,3","60,948","0,2318","0,07295","9453,8",-156669,"2,2"
Iraq,IRQ,"16,23",0,0,,"-12,0367931",100,"4251,33725","11,1","72,472","6,6828","817,1429",,71539,"3,62"
Iceland,ISL,"5,48","67,749325","74,4638","74,59060669","-7,24187203",100,"58813,797",..,"81,65854","3,6638",..,,2573,"9,37"
Israel,ISR,"4,33","74,05265","72,7385","56,42721939","-1,85728928",100,"44846,7916","3,5","74,97805","4,1840","1,645472",1619,16569,"7,84"
Italy,ITA,"9,16","71,32445","72,05795","68,72290039","-8,9791261",100,"31918,6935","2,8","82,1439","12,4570","4,78","17255,6",28021,"7,74"
Jamaica,JAM,"6,5","72,929","83,13955",,"-9,9","99,7093582","4897,26477",..,"85,184",..,..,,0,"7,13"
Jordan,JOR,"19,21","31,12495","59,428925","32,66852951","-1,60663628","99,9","3987,65017","66,1","65,182","0,0973","3,993323",,18092,"3,62"
Japan,JPN,"2,8",0,0,"62,13584137","-4,27860369",100,"39986,9286","43,5","63,717","0,0846","8,406444",,87584,"8,13"
Kazakhstan,KAZ,"4,89","99,1367","86,875525","64,84986115","-2,5",100,"9121,6364","7,7","75,938","7,3837","1,156379",16063,-12432,"3,14"
Kenya,KEN,"5,616",0,0,"19,34871483","-0,27276633","71,4927139","1936,25075","6,4","79,875","2,8264","15,66667",,-17106,"5,05"
Kyrgyz Republic,KGZ,"4,63","82,563075","89,640325","45,9235611","-8,3983643","99,8651199","1182,52151","100,1","58,633","0,1956","8,643333",424,-14307,"4,21"
Cambodia,KHM,"0,298",0,"92,208925","14,44093132","-3,09600673","86,4","1577,91174",6,"82,34878","3,1256","81,85994",,-22308,"3,1"
Kiribati,KIR,,0,"71,983575",,"-1,65745856","91,0447617","1403,99374","30,7","64,977","2,5338",..,,-296,
St. Kitts and Nevis,KNA,,"49,0947","23,4463",,"-14,5305297",100,"18566,0178","41,8","64,532","0,8552","337,05",,-191,
"Korea, Rep.",KOR,"3,93","73,46515","73,025425","96,87677002","-0,70941536",100,"31721,298","16,3","74,17707","2,9385","22,0647","4284,7",0,"8,01"
Kuwait,KWT,"3,331","21,63235","87,8118","53,7298584","-8,85527889",100,"24297,7011","13,7","70,133","3,0408","21,89438",,-254177,"3,8"
Latin America & Caribbean (excluding high income),LAC,"10,25705454","77,043625","93,685975","52,48962021","-6,33858172","98,0106186","6837,63041","25,6","70,674","0,9589",..,,261813,
Lao PDR,LAO,"3,576","58,674775","93,212575","12,58433437","0,50303183","99,3113632","2593,3551","14,5","70,166","3,2678","52,22222",,-10303,"1,77"
Lebanon,LBN,"12,971",0,0,"51,6985817","-21,3998997","99,9830704","5599,95752",3,..,..,..,,-115146,"4,16"
Liberia,LBR,"3,842","3,922875","11,0639",,"-2,98249128","27,5597496","597,529692","15,4","72,141","6,4306","1,328736",,-10119,"5,32"
Libya,LBY,"20,343",0,0,,"-29,787148","69,3682632","7034,65836","2,5","75,93171","4,0676",..,,-696,"1,95"
St. Lucia,LCA,"20,39","80,3824","94,818975","16,90415001","-24,3657122",100,"8458,07506","18,7","73,92","1,8185","36,45862",,0,
Latin America & Caribbean,LCN,"10,20078448","77,278225","93,58905","54,61428833","-6,45102217","98,1578893","7344,06092","71,6","61,172","0,2228","1,468594",,-163087,
Least developed countries: UN classification,LDC,"5,609593534","37,816375","81,0013","10,77700043","0,689791203","54,5978223","1082,60022","43,2","66,797","0,6341","3,313821",,96673,
Low income,LIC,"5,900354309","33,62035","60,6032","9,398859978","0,01895419","43,2232497","653,673818","40,3","62,829","1,5880","4,576299",,272582,
Liechtenstein,LIE,,"67,171675","46,60535","43,5071106",,100,"165284,497","28,6","63,437","3,3618",..,,189,
Sri Lanka,LKA,"5,2","45,020025","99,00705","20,81221581","-4,62451582","99,9740982","3852,38997","28,2","69,246","0,5094","4,791675",,-92400,"6,14"
Lower middle income,LMC,"7,777896698","58,838675","86,66405","24,97936058","-3,06253436","89,0889117","2123,38232","4,1","81,35854","7,4716","75,50909",,-1135079,
Low & middle income,LMY,"6,983443672","62,996225","88,492175","34,45354843","-1,15633448","88,6766308","4729,76699",..,"80,83495",..,..,,-265885,
Lesotho,LSO,"18,461","20,8029","68,1239",,"-5,61940243","47,4970131","939,504249","4,8","82,2561","6,1608","3,019878",,-1490,"6,3"
Late-demographic dividend,LTE,"5,925596484","82,69655","72,330175","58,31446075","0,174728579","99,3928619","9720,85845",14,"71,795","0,6783","0,814941",,-128646,
Lithuania,LTU,"8,49","73,363125","73,657675","70,78690338","-0,02207374",100,"20363,9244","116,3","61,451","0,0903","73,80879",1911,-12625,"7,13"
Luxembourg,LUX,"6,77","63,1642","71,36995","19,96138954","-0,79743559",100,"117370,497","113,8","52,887","0,5375","5,643439",271,6952,"8,68"
Latvia,LVA,"8,1","70,0642","72,036225","94,51083374","-2,20298534",100,"18207,1396","5,9","74,39512","3,2794","29,61444","1859,1",-7381,"7,24"
"Macao SAR, China",MAC,"2,57","82,564025","95,983225","91,41013336","-54,2359",100,"37646,4957",..,..,..,..,,8441,
St. Martin (French part),MAF,,0,0,,,100,,"2,3","83,20976","6,7251","0,704476",,-949,
Morocco,MAR,"11,114","31,98985","72,652025","40,02001953","-7,18707958",100,"3258,10498","10,4","74,757","15,6362","116,7143",2295,-33807,"5,04"
Monaco,MCO,,0,0,,"-12,9651347",100,"182537,305","65,5","66,269","0,8104","344,7091",,206,
Moldova,MDA,"3,82","77,201225","86,6395","56,24251938","-8,27597832",100,"4376,24249","16,8",..,"8,8026",..,1151,-14278,"5,78"
Madagascar,MDG,"2,363","29,85085","23,90095","5,676859856","-7,13767162",32,"462,404229","14,4","76,657","2,2314","0,886823",673,-742,"5,7"
Maldives,MDV,"5,34",0,"71,95135",,"-33,4927958",100,"7282,37292","44,2","65,787","0,5633","0,048951",,1134,
Middle East & North Africa,MEA,"10,03072832","72,0352","93,45875","40,72420883","-3,7718682","97,2299187","6579,37099","18,7","73,182","1,1446","2,062393",,-1699850,
Mexico,MEX,"4,45","60,60115","71,7663","45,16545105","-7,98791234","99,4","8654,99733","14,5","73,665","1,3986","2,349177",,-9949,"6,07"
Marshall Islands,MHL,,"27,9233","36,40225",,"-1,84159642","98,2568512","5567,97273","26,5","72,119","1,1897","17,92634",,-1901,
Middle income,MIC,"7,090831733","67,65705","90,082475","37,89680099","-1,1743673","93,8313985","5191,8497","4,4","76,5","7,3676","16,16978",,-538467,
North Macedonia,MKD,"16,55",0,"46,651","40,42964172","-6,11088671",100,"5965,45023","3,3","80,97561","3,7849","16,13034",683,-486,"5,89"
Mali,MLI,"3,53","30,795025","58,21025",,"-1,23545045","50,6440659","822,906138",..,"78,041",..,"12,32394",,-14978,"3,93"
Malta,MLT,"4,35","67,8504","74,23565","62,87525177","-8,61249055",100,"29196,9777","5,7","79,099","31,7268","446,4286",,10854,"7,68"
Myanmar,MMR,"1,48","44,999675","48,898625",,"3,1737744","70,415741","1477,4529","6,7","74,25366","3,5641","15,13922",,-66228,"3,04"
Middle East & North Africa (excluding high income),MNA,"11,42194564","69,755675","92,98975","38,59582901","-3,25894148","96,7723313","3120,19844","5,4","71,33878","11,2323","1,503247",,-67916,
Montenegro,MNE,"17,88","67,11605","94,96065","56,8306694","-15,3068938","99,8531113","7677,36914","40,7","66,774","0,1051","6,421053",,-1326,"5,77"
Mongolia,MNG,"6,59",0,"97,3473","64,54763031","-4,55775197","99,5021667","4041,17415","17,1","72,768","0,9608",..,1821,0,"6,48"
Northern Mariana Islands,MNP,,0,0,,"-29,6808511",100,"17302,9221","1,8",..,..,..,,-431,
Mozambique,MOZ,"3,776","4,819575","91,52095",,"-1,19854827","30,6123829","454,062364","16,2","67,785","0,6454","1,876147",,11745,"3,51"
Mauritania,MRT,"11,137","27,90115","57,627725","5,951250076","-0,93851615","45,4","1868,46825",7,"76,239","14,2666","974,1667",728,-1494,"3,92"
Mauritius,MUS,"8,63","84,6274","95,422325","42,78414917","-14,597398","99,4640198","9005,46202","40,1","68,006","0,6498","11,86667",,-478,"8,14"
Malawi,MWI,"5,681","25,360525",0,"2,432581186","0,799998331","11,5","622,184591","5,6","74,47805","6,7145","63,33413",,-1775,"5,74"
Malaysia,MYS,"4,54","55,0026","74,7457","42,40976715","-5,5344353",100,"10160,8293","14,2","77,23659","6,0805",..,1655,57483,"7,19"
North America,NAC,"8,205089914","92,575175","95,02915","86,21102905","-2,94996069",100,"61461,1211","108,5","59,763","0,1273","0,132625",,871032,
Namibia,NAM,"21,236",0,"48,707575","28,36824036","-8,10140078","52,3","4252,04181","2,2","84,46585","7,6867","83,11667",,-4301,"6,52"
New Caledonia,NCL,"13,56",0,0,,"-2,4",100,"34700,9816",..,"74,584",..,..,,-1182,
Niger,NER,"0,68","9,175175","47,580775","4,272475719","3,550227506","18,7219105","564,821997","5,7","76,86585","5,3191","4,404762",,-4403,"3,29"
Nigeria,NGA,"5,999",0,0,,"-1,79425308","55,4","2074,61393","2,2","80,53171","5,9347","5,372255",,-4824,"4,1"
Nicaragua,NIC,"5,937",0,0,"18,68551636","-1,76625845","86,0033035","1876,60737","19,4","70,199","0,3231",..,,-10384,"3,6"
Netherlands,NLD,"3,82","69,720775","73,099425","85,11045074","-3,88608392",100,"52162,5701","114,9","55,967","0,0399","54,96667",3078,58816,"8,96"
Norway,NOR,"4,42","71,6923","74,8652","87,16853333","-1,27817178",100,"68340,0181","33,7","65,252","6,6876","45,33482",3885,10756,"9,81"
Nepal,NPL,"13,078","28,22215","73,153925","13,93122959","-2,36962063","89,9","1139,18989","98,7","55,48","0,1643","2,530769",,306664,"5,22"
Nauru,NRU,,"17,95245","23,42465",,"4,237288136",100,"10124,7005","3,1","82,33171","4,2796","26,09712",,-68,
New Zealand,NZL,"4,6","72,07155","73,813025","75,73483276","-0,65392143",100,"41760,5948",7,"76,393","0,9967","24,51894",,38220,"9,25"
OECD members,OED,"7,102035936","89,047125","95,853575","77,2416687","-4,21341954","99,9341111","38341,3208",15,"71,627","4,8487","50,83333",,2540918,
Oman,OMN,"2,94","94,8036","92,15255","48,37543869","-3,3797144",100,"16707,623","24,5","73,416","2,7851","14,3",,-164408,3
Other small states,OSS,"10,15141407","40,24425","85,0867","20,84373093","-4,85910991","78,3031072","11679,5575",..,"80,149",..,..,,-210580,
Pakistan,PAK,"6,55","35,80705","64,711425",,"-1,27408744","94,4852829","1322,31478","14,2","72,126","2,1007","7,9",,-588736,"4,31"
Panama,PAN,"14,114","33,380025","43,382175","45,22066116","-17,6683327","95,3360138","13293,3332","56,6","65,614","0,4680","673,375",,5473,"7,18"
Peru,PER,"7,18","84,220775","94,6483",,"-10,8696408","96,2","6063,62658","17,7","72,561","4,2851","0,622121",,79456,"6,53"
Philippines,PHL,"2,52","16,3897","70,804375","32,84725571","-9,51829474","96,3902893","3224,42281","2,5","82,3561","3,2430","1,452047",,-41937,"6,56"
Palau,PLW,,0,0,,"-9,10720688",100,"14016,2475","3,9",83,"4,0421","4,217822",,7,
