Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Nigeria,NGA,"4,509",,,,"-1,61686895","59,3","2144,77994","2,5","81,17560976","6,732551","4,752544",,-54315,"4,5"
Nicaragua,NIC,"3,9",,,"17,77479935","4,56233983","83,9479675","2079,44553","22,1","69,801","0,474604",..,,-23081,"4,81"
Netherlands,NLD,"6,01","93,1727","97,3255","79,8454895","2,191713719",100,"46039,1059","130,3","55,044","0,045785","54,96667",,59528,"8,8"
Norway,NOR,"4,68","95,6976","99,806","82,0374527","1,164724235",100,"70867,361","36,6","64,747","7,54459","42,52232",4209,26425,"9,93"
Nepal,NPL,"10,403","55,3749","98,1827","11,97054005","0,433113718","90,7","880,224894","98,7","55,544","0,156351","2,530769",,-98016,"4,86"
Nauru,NRU,,"71,8098","93,6986",,8,"99,665184","8528,62766","3,3","83,32926829","5,340585","28,07644",,-31,
New Zealand,NZL,"5,15","96,1041","98,4669","81,86335754","3,801758048",100,"40058,1962","8,3","75,331","1,08131","24,51894",,50012,"9,26"
OECD members,OED,"6,429916885","89,0019","96,2147","73,97232819","1,828506433","99,8959863","36050,9052","16,6","71,74","5,11844","50,83333",,4167539,
Oman,OMN,"3,27","95,4601","95,0114","46,82350922","5,046423946",100,"17082,2062","22,5","73,112","2,865435","14,3",,118472,"3,04"
Other small states,OSS,"9,922418253","53,6004","84,8593","18,88946915","2,98173198","73,653079","12092,1033",..,"79,475",..,..,,186788,
Pakistan,PAK,"3,756","35,8079","65,418","8,478245735","5,526735845","91,8323059","1468,82208","16,2","74,28","2,408388","7,9",7791,-2290411,"4,33"
Panama,PAN,"4,759",,,"48,72827148","4,953211423","92,3552704","14382,2324","64,1","64,78","0,54608","673,375",,10109,"7,13"
Peru,PER,"3,74","82,8067","95,29","73,33019257","3,953318715","94,2","6163,86118","19,9","71,592","5,0819","0,622121",,80725,"6,65"
Philippines,PHL,"2,7",,"94,366","40,48574829","7,14945675","91,9827194","3038,15205","2,8","82,30731707","3,89911","1,40152",509,79051,"6,94"
Palau,PLW,,,,,"-0,083373224",100,"16743,3767","4,2","83,60243902","4,737239","4,217822",,8,
Papua New Guinea,PNG,"2,455","32,3813","73,6505",,"5,489573153","13,5","2332,67566","39,8","65,993","1,290802","195,7992",,28474,"6,03"
Poland,POL,"6,16","93,4455",,"69,85037994","2,953508842",100,"12378,8118","36,5","69,549","0,629971","13,78664",18429,-1967,"6,83"
Pre-demographic dividend,PRE,"5,026675189","33,7496",,"8,480660439","2,421940463","44,6071651","1382,1384","55,8","65,386","0,195709","6,171429",,-379760,
Puerto Rico,PRI,"11,8","75,9191","76,2715","99,67796326","-1,263002925",100,"30627,1634","10,3","78,049","3,79447","25,52537",,-65824,
"Korea, Dem. People's Rep.",PRK,"2,92",,,,,"42,0703659",,"59,7","67,446","0,423743","14,26659",,-3218,"1,08"
Portugal,PRT,"11,07","93,9451","96,7373","63,26557159","2,019485396",100,"19991,9725","73,5","59,55","0,300939","1,93913","2545,96",-8128,"7,86"
Paraguay,PRY,"5,25",,,,"4,268025833","98,4","5759,01833","12,2","70,661","1,172108",..,,-16734,"6,27"
West Bank and Gaza,PSE,"23,94","85,1834","93,8445","45,7105217","8,86461882",100,"3527,61382",19,"74,281","12,44894","8,755208",,-22774,"4,49"
Pacific island small states,PSS,"2,968486723",,,"19,55537987","3,648137518","80,1284293","3866,86192","17,1","75,786","2,594443","88,82002",,-22404,
Post-demographic dividend,PST,"6,403424161","90,546","96,4012","78,02307892","1,749352286","99,9574872","41372,2823","12,2","76,66","4,645789","26,25991",,3458467,
French Polynesia,PYF,"12,085",,,,"2,302198237",100,"18726,6395","42,8","68,777","10,91912","2001,26",,-1687,
Qatar,QAT,"0,15",,"93,0265","14,81636047","3,064191884",100,"58467,2356","5,2","76,864",..,..,,138455,"3,18"
Romania,ROU,"5,9","82,7653","84,1059","49,91131973","2,857546057","99,1","9404,38049","25,3","64,108","0,691117",..,10766,-64002,"6,62"
Russian Federation,RUS,"5,56",,"96,7343","84,91388702","0,193690072","99,4102249","8704,89453","52,7","61,648","0,127652","1,633333",85375,373316,"3,24"
Rwanda,RWA,"11,86","28,1363","98,8406","7,289710045","5,97075689","29,37","728,806677","9,2","71,47634146","4,480766","16,92377",,-2605,"3,07"
South Asia,SAS,"7,063445936","58,6842","87,873","22,42849922","7,68224076","88,9127387","1675,36762","7,4","79,335","22,2807","1679,333",,-2552785,
Saudi Arabia,SAU,"5,6","89,7218","96,5955","65,87300873","2,363074579","99,9","19930,4075","4,4","81,15609756","5,824503","5,806207",,171429,"1,93"
Sudan,SDN,"17,441",,"59,1754",,"3,467642184","50,5049591","2614,29443","6,7","78,53902439","15,14988","15,76991",,97646,"2,37"
Senegal,SEN,"4,46",,"73,5329","11,13082027","6,356068572","64,5","1290,74997","8,4","77,571","1,911408","3,969631",,-24720,"6,21"
Singapore,SGP,"4,08","99,5318","99,695","83,940979","3,601656039",100,"56895,6433",18,"70,755","3,307405","333,8433",,36498,"6,38"
Solomon Islands,SLB,"0,691",,"72,4027",,"5,554731534","58,1968613","2196,28391","26,7","69,65","0,534217",..,,-1603,
Sierra Leone,SLE,"3,927",,"98,1118",,"6,346727852","20,3","515,447831","24,2","72,058","4,894585","2,810075",,4657,"4,55"
El Salvador,SLV,"4,42","63,9732","84,4549","27,00547028","2,539062411",96,"3870,31298","21,7","73,938","2,38416","22,77614",,-47499,"6,64"
San Marino,SMR,,,,,"2,344405861",100,"43398,4285",..,"79,16829268",..,..,,344,
Somalia,SOM,"18,931",,,,"8,53229304","51,1190758","387,186682","17,7","74,554",..,"34,55665",,124017,
Serbia,SRB,"15,26","93,1142","95,7302","61,42456818","3,338586765","99,9473953","5765,20335","60,5","66,064","0,342802","169,7619",3736,5901,"6,57"
Sub-Saharan Africa (excluding high income),SSA,"5,850597219","35,0675",,"9,015800476","1,270045452","43,7287989","1520,25838","65,3","61,794","0,316995","1,9601",,-1032245,
South Sudan,SSD,"12,326",,,"0,6578318477",,"5,30476618",,"57,9","60,306","0,723062","27,74878",,-655870,
Sub-Saharan Africa,SSF,"5,850597219","35,0705",,"9,016360283","1,273191586","43,7339406","1521,52751","67,36393","62,4440502","0,941337","4,868129",,-1031994,
Small states,SST,"9,289102933","57,8808",,"19,58432961","2,206257421","78,2321697","11165,6026","106,891","56,58167849","0,479775","1,619297",,146469,
Sao Tome and Principe,STP,"13,839",,,"17,69459152","4,164768974","69,3609314","1688,3753","38,18307","70,94306228","4,402999","183,9133",,-1786,
Suriname,SUR,"7,92",,"89,1408",,"-4,915786469","95,8207474","5705,39923","18,77879","72,5605217","5,123422","1,083723",,-910,"6,77"
Slovak Republic,SVK,"9,67","85,0324","82,1841","50,30144882","1,943950861",100,"16563,4405","5,548313","76,96981142","6,376606","12,90894","3626,297",3682,"7,29"
Slovenia,SVN,8,"95,46","98,119","79,4747467","3,191852518",100,"21678,3595","39,06106","70,21988336","2,165597","15,43138","1209,044",7684,"7,51"
Sweden,SWE,"6,99","99,0634","99,3482","68,3060379","2,070593151",100,"51965,1572","16,1","76,13792375","5,864094","12,37037",9684,79667,"9,39"
Eswatini,SWZ,"22,72",,"84,2526",,"1,062610193","63,43","3339,99043","16,84877","75,32186322","5,467821","12,756",,-10295,"3,03"
Sint Maarten (Dutch part),SXM,,,,,"0,500001937",100,"31616,6817","16,81295","75,35312048","5,522085","12,75471",,969,
Seychelles,SYC,,"80,647","94,0294","15,56610012","5,104826829",100,"15409,805","3,839112","81,95633831","6,626174","15,65318",,251,
Syrian Arab Republic,SYR,"8,765",,,"46,58401871","-6,405590739","89,8311081","664,341672","9,1","77,56514697","6,685278","6,838105",,-133823,"1,43"
Turks and Caicos Islands,TCA,,,,"11,13811302","7,25118055",100,"26995,0322","13,18495","72,8986354","7,028186","5,733754",,1312,
Chad,TCD,"1,118","18,8551","73,1529",,"-6,255527085","9,24529839","691,980077","12,51295","73,45757638","6,926457","5,922203",,21546,"1,5"
East Asia & Pacific (IDA & IBRD countries),TEA,"4,052255128","78,4553",,"43,98738861","6,586313087","97,4052071","6664,81341","4,200784","80,95129748","6,525933","13,96016",,-74506,
Europe & Central Asia (IDA & IBRD countries),TEC,"7,41216325","88,5375","93,9712","68,96762085","1,848946781","99,6646067","7640,98436","85,64255","61,291999","0,94372","4,51537",,362637,
Togo,TGO,"2,965",,"89,8642","12,32448006","5,559079305","46,7748604","787,280162","75,74893","62,16196194","0,273931","2,785539",,-1988,"3,32"
Thailand,THA,"0,69",,,"49,84008408","3,435157717","99,8852081","5854,46385","5,4","80,64248185","10,06765","8,602289",3742,76693,"4,92"
Tajikistan,TJK,"6,9",,"96,5939","29,12254906","6,9","99,2580032","801,39384","25,29733","73,41857391","4,227215","9,413149",620,-16029,"1,89"
Turkmenistan,TKM,"4,14",,,,"6,199999966",100,"6163,25341","45,32553","70,80658849","3,283301","9,062293",6230,-9616,"1,83"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"7,867362204","77,4157","93,6649","50,21498871","-0,157791208","97,4300774","8199,54481","89,69087","60,56360982","0,840294","16,70235",,-63654,
Timor-Leste,TLS,"4,66","57,179","92,1067",,"3,382977065","76,5","1347,92636","68,49082","64,47164293","0,36394","4,773782",,-5475,"7,24"
Middle East & North Africa (IDA & IBRD countries),TMN,"11,95777065","69,296","92,7559","37,42309952","5,308460698","96,2183001","3836,32167","75,74882","63,16793489","0,52285","7,678016",,-520948,
Tonga,TON,"1,904",,,,"6,571000501","97,02","3978,43821","11,58595","76,25807071","6,279862","5,872227",,-2206,
South Asia (IDA & IBRD),TSA,"7,063445936","58,6842","87,873","22,42849922","7,68224076","88,9127387","1675,36762","18,5","74,57923288","2,724731","2,58488",,-2552785,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"5,850597219","35,0705",,"9,016360283","1,273191586","43,7339406","1521,52751","18,49448","74,4717518","2,535947","2,465314",,-1031994,
Trinidad and Tobago,TTO,"3,21",,,,"-6,764439215",100,"15991,1088","18,68887","74,48797044","2,74613","2,536174",,-103,"7,1"
Tunisia,TUN,"15,56",,,"31,18655968","1,117425949",100,"3796,10901","71,09476","64,01958645","0,321128","4,348247",2244,-23826,"6,4"
Turkiye,TUR,"10,84","85,28","94,051","103,7155838","3,323084208",100,"10734,2565","45,58477","70,72636818","3,227508","9,415386",10131,375842,"5,04"
Tuvalu,TUV,,"58,5073","76,2475",,"5,660377358","97,3","3836,07307","78,2","62,21424115","0,249648","4,073296",,-170,
Tanzania,TZA,"2,151","23,939","83,5047","3,945859909","6,867116196","32,8","942,881348","51,1","68,37477433","1,583105","18,20563",,124444,"5,76"
Uganda,UGA,"3,183",,,"4,756202698","4,781000291","26,7","753,684406","24,5","73,15252184","5,516449","117,1534",,123381,"5,26"
Ukraine,UKR,"9,35",,,"77,0398407","2,440981945",100,"2187,72754","26,45299","72,25648838","3,55086","107,1945",21603,-54333,"5,7"
Upper middle income,UMC,"5,779233453","82,626","95,4967","49,4471817","4,269692154","98,9816995","7590,18239","26,59452","72,23013228","3,591594","107,4568",,-248108,
Uruguay,URY,"7,84","83,2792","99,6004","59,64628983","1,689798159","99,7","16837,9404","39,09028","71,62772079","3,542834","9,855754",1498,-3506,"8,17"
United States,USA,"4,87","92,1832","95,0733","88,83505249","1,667472076",100,"57866,7449","6,6","78,87972427","15,17449","8,475434",151270,1449371,"7,98"
Uzbekistan,UZB,"5,16","89,8066","95,1121","8,5376091","5,9321508","99,9363708","2704,67719",..,..,..,..,4304,-35209,"1,95"
St. Vincent and the Grenadines,VCT,"18,978","89,729","93,2115",,"4,149565316","99,7442474","7684,77928","7,509047","79,90265417","8,940895","7,943251",,-1295,
"Venezuela, RB",VEN,"5,32","73,3043","88,8869",,,"99,4",,"51,70707","67,90554881","6,230073","1,376966",,-283326,"4,68"
British Virgin Islands,VGB,,"78,1207",,"42,35652924",,100,,"25,18837","68,82751124","1,072905",..,,275,
Virgin Islands (U.S.),VIR,"12,354",,,,"1,600853789",100,"35324,9749","5,059963","80,5395097","9,897699","9,122281",,-526,
Viet Nam,VNM,"1,85",,,"30,22806358","6,690009213","99,2","2760,7171","87,81678","59,52391506","0,501719","4,200708",2581,-4432,"3,38"
Vanuatu,VUT,"1,749",,,,"4,688756366","57,82","2757,20331","45,71975","68,80769833","5,712614","1,22357",,-404,
World,WLD,"6,003204824","65,8286","89,4168","37,18315887","2,808630961","88,1923849","10208,8699","46,8","69,60957244","1,393034","46,72672",,0,
Samoa,WSM,"8,819","85,5178","94,8656",,"7,983862878","98,8603821","4105,81068","46,78793","69,60957244","1,393034","46,72672",,-2772,
Kosovo,XKX,,,,,"5,571756507",,"3759,47104","84,3","60,06902467","0,754344","3,280052",,-31383,
"Yemen, Rep.",YEM,"13,407","47,5909","84,1656",,"-9,375123818","68,8558655","1069,817","84,21565","60,06772333","0,753867","3,280052",,-39688,"2,07"
South Africa,ZAF,"24,02",,,"18,96497917","0,664552308","83,9","5735,06679","84,21244","60,06902467","0,754344","3,280052",20953,-866101,"7,41"
Zambia,ZMB,"8,393",,,,"3,776679146","35,3772202","1249,92314","13,5","75,18081729","5,683374","6,104577",,17285,"5,99"
Zimbabwe,ZWE,"5,796",,,"7,926105976","0,900955396","42,4655876","1421,78779","41,9","72,3453516","4,55752","9,097086",,-59918,"3,05"
